account,post_url,date_utc,format,likes,comments,video_views,driver_category,caption,hashtags,mentions
dietsabya,https://www.instagram.com/p/DcJQO8zkfue/,2026-08-17 14:28:45,Image/Carousel,2759.0,50,,Scandal/lawsuit/controversy,"Ever flipped through the glossy pages of Vogue and briefly wondered if you’d accidentally picked up National Geographic? Not even a year old, and Vogue India already had people talking. People like The New York Times.

The August 2008 issue returned to one of fashion’s favourite forms of pornography: poverty. The shoot wasn’t the usual luxury-editorial impulse of putting a model in couture next to a crumbling wall in the name of “juxtaposition.” These were actual, unnamed people living in what the NYT described as “in-your-face poverty.” They were photographed by Jean-François Campos (the shoot used to be available on his website, not anymore IJBOL) on the busy streets alongside objects of almost comical luxury: a Burberry umbrella, a Fendi baby bib, a Birkin. You know, the essentials.

The idea was to democratise fashion, to suggest that beautiful objects and the fantasy of luxury needn’t belong exclusively to the people who could afford them. But when the prices of the handbags featured were more than what the “real” people could earn in a lifetime, well, one must ring the alarm on the moral fashion faux pas.

Tasteless? Tasteful? Tone-deaf? Perhaps all three, which is partly why we’re still talking about it. But you have to admit that there was certainly an editorial appetite then. That compulsion to provoke, delight, shock, whatever, but above all to remain memorable. Asked for her two cents amid the controversy, then EIC Priya Tanna said to let them eat cake and “Lighten up.”

Scans (c) @a.man.who.reads.vogue/@visible_archives",,"a.man.who.reads.vogue, visible_archives"
dietsabya,https://www.instagram.com/p/DcInV5jG6jZ/,2026-08-17 08:31:26,Image/Carousel,6490.0,41,,Humor/meme/relatable lifestyle,Lunch kar liya? Hope y’all had a great Independence day weekend because even Dandi March is not getting you independence from this dreaded Monday! 🙂‍↕️,,
dietsabya,https://www.instagram.com/p/DcGH1mKG7gf/,2026-08-16 09:17:39,Image/Carousel,6268.0,183,,Fashion history/archive/designer profile/museum,"Before ‘Naagin’ held every television screen captive, Nagraj was our venomous obsession. Introduced in 1986 by Raj Comics, he was a cast-away-prince-turned-killing-machine-turned-hero in tight purple briefs and knee high boots. With power like Vishfunkaar (venom breath that can melt metal) and command over a million snakes that resided in him (character development before AI 🤣), he was THE most powerful hero in desi comic history.

What Raj Comics did was turn Indian mythology and stories into a format that the youth were already consuming ferociously from foreign publications. They changed Western settings and brought in local perspectives. Like why should super-villains only attack America? 🙂‍↕️ The success was immense, with every kid saving up to buy the latest issue (they were not CHEAP!) or rushing to the nearest stores to rent them out. 

With readership declining, Nagraj has been largely forgotten. No major Bollywood adaptation has been made (although Ranveer was rumoured to take on the role?) and it unfortunately seems to not be anywhere in sight. But for the millennials and the 90s kids, the memories are still vibrant as the coloured pages of those comic strips. 

Since everyone wants to revive Indian crafts and story who is getting onboard for this revival?? Batao",,
dietsabya,https://www.instagram.com/p/DcBiCJKEYcW/,2026-08-14 14:30:22,Image/Carousel,3559.0,37,,Scandal/lawsuit/controversy,"The SoDelhi girls and the SoBo girls didn’t wear Juicy tracksuits they were basically born into them. You couldn’t separate girl from velour without some form of physical altercation. She lived in it, breathed in it, partied in it, went to the airport in it, flew private in it, probably cried outside Olives in it (someone call AD!). That tracksuit has seen marriages, divorces, affairs, scandals, friendship break-ups, suspiciously large natural diamonds and at least one family secret that absolutely cannot leave the WhatsApp group. The velour knows TOO MUCH.

Every few years a new generation discovers it and behaves as though they’ve unearthed Tutankhamun. When Balenciaga did their little juicy moment suddenly everyone wanted velour again. Now Tom’s Spidey has worn it and here we go again. Because that’s the thing about a Juicy tracksuit. It’s practically immortal. Trends come and go, marriages come and marriages definitely go, but JUICY remains.

Anyway, enough fashion history. I WANT THE GOSSIP. I want to hear from the SoDel and SOBO girlies who were actually THERE. What has your Juicy witnessed? Where did you wear it? Who did you kiss in it? Who did you divorce in it? What airport lounge has it slept in? What scandal did it survive? And when did you get your first one?

The tracksuit may have an NDA. You don’t. Tell me everything(!!)",,
dietsabya,https://www.instagram.com/p/DcBFbGkkTo6/,2026-08-14 10:20:22,Image/Carousel,7564.0,79,,Humor/meme/relatable lifestyle,"Wait, is NIFT back?? Like are the teachers TEACHING again lol. Because this absolutely new NE bridal brand is possibly the best indie brand I’ve seen this year. Incredible construction, storytelling, creative direction the works! Like, where did you come from and why are you already this good? Bravo! @withnanai @akimughayeptho",,"withnanai, akimughayeptho"
dietsabya,https://www.instagram.com/p/Db_MpNKitzE/,2026-08-13 16:44:58,Image/Carousel,4665.0,233,,Community engagement/interactive prompt,CAPTION THIS SKSKSKSKSKKS,,
dietsabya,https://www.instagram.com/p/Db-iP_8iuZq/,2026-08-13 10:34:32,Image/Carousel,11809.0,147,,Brand launch/drop/store/pop-up,"In 2011, pre-influ, pre-Instagram and pre-Reels flattening everyone into the same-same algo-approved person, Burberry brought Art of the Trench to India. The premise was deceptively simple and actually rather brilliant: take one evergreen object, the classic Burberry trench, and document how personal style mutates across cultures, cities and people. High and low, dressed up, dressed down, skinny jeans, ballet flats, etc. The India chapter was photographed by @man0u, who left the relative sanity of his nine-to-five job and has spent nearly two decades travelling all over India documenting street style via @wearaboutblog, in collaboration with editor @dalchodha, who curated and styled not only India but several Art of the Trench projects globally. Looking at the pictures now feels almost anthropological. The poses, henny! The skinny jeans? The ballet flats lol! An ankle-length jean with a ballet flat was basically formalwear. People seemingly wearing clothes because they liked them rather than because 14 other people had received the same PR mailer that morning. An immaculate little time capsule of the 2010s and of a time when personal style was, rather quaintly, personal.",,"man0u, wearaboutblog, dalchodha"
dietsabya,https://www.instagram.com/p/Db8l_5UKc2C/,2026-08-12 16:29:33,Video,5698.0,274,94290.0,Community engagement/interactive prompt,Love/hate/promotion/trauma — TELL me your Longchamp stories 🤣✍🏽👀☕️,,
dietsabya,https://www.instagram.com/p/Db79zBwCifb/,2026-08-12 10:37:31,Image/Carousel,5007.0,174,,Accessory/beauty product spotlight,"In life, there are bags and there are BAGS. There are those that hold your trash, a rogue lipstick, and receipts from God knows when, and then there are those that hold their value. No, not all bags are created equal, no matter what anyone says. Trust me. And in the feudal system of purses, the biggest faux (leather) pas is mistaking one for the other, especially when you’re about to “invest” a sizeable chunk of your salary in one.

Because a bag can be expensive without being valuable. It can be luxury without being an investment. It can also cost the GDP of a small island nation and still depreciate the minute it leaves the boutique. Such is capitalism sweetie!

So here is an easy-to-follow guide to knowing exactly where your 💸 is going and whether it has any chance of coming back IJBOL 🫢✍🏽👀☕️🤪",,
dietsabya,https://www.instagram.com/p/Db57FOgKZ9z/,2026-08-11 15:35:40,Image/Carousel,2620.0,322,,Community engagement/interactive prompt,"IS IT TRUE?? 

Comment your favourite butter chicken ✍🏽👀☕️",,
dietsabya,https://www.instagram.com/p/Db5W-hhiq_F/,2026-08-11 10:19:49,Image/Carousel,10750.0,53,,Runway/show/collection recap,"Everyone can stop the WhatsApp-aunty-guessing game because the Bengal tiger is officially out of the bag, for the second time this year. On his current streak of dropping major news like casual administrative updates, Sabya has finally revealed what his collaboration with THEE MET actually is.

It’s a multi-year, almost Odyssean partnership (if you may) in which Sabya will study the museum’s vast collection and transform its cultural artefacts into exquisite modern-day objects of fashion. Jewellery, accessories, apparel, the works. Essentially, centuries of human civilisation, but make it Sabya.

For the first chapter, he’s releasing a line of high-end fine jewellery inspired by Byzantine objects in the museum’s collection, which will debut during his much-anticipated NYFW “don’t call it comeback” show

Just know the art connoisseurs with a pathological penchant for anything shiny, lavish and historically significant are going to go absolutely feral. Because what better way to intellectual-signal than having the biggest designer × biggest museum collaboration dangling around your neck? Nothing says “I understand Byzantine material culture” quite like wearing several lakhs of it to dinner lol 🤪",,
dietsabya,https://www.instagram.com/p/Db3D2e4ikhc/,2026-08-10 12:54:13,Image/Carousel,3202.0,49,,Death/tragedy,"Sabya dropped a cryptic post at the ungodly red-eye hour, teasing a mysterious collab with the MET. Naturally, my mind has entered a state of speculative delirium. Could it be a blockbuster exhibition that leaves us collectively speechless? A colossal Bengal tiger installation prowling the hallowed museum halls? A return of his ICONIQUE headbands destined for the museum store shelves? Perhaps a desi sari-NoT-sari intervention at the MET Gala is in the works? Or, actually, is the museum playing host to his grand NYFW comeback show? 

The possibilities are becoming increasingly baroque. 

If even ONE of these predictions comes true, y’all owe me a trip to New York I don’t make the rules 🤣😬🫢☕️💅",,
dietsabya,https://www.instagram.com/p/Db2pKTjisLy/,2026-08-10 09:01:00,Image/Carousel,2515.0,24,,Humor/meme/relatable lifestyle,"That one toxic ex (who you are still spiritually, emotionally and unfortunately attached to) from your past may not have come back like the tarot reel promised but you know what returns with absolute, legally binding certainty? MONDAY! She’s here again. No retrograde, evil eye or cord-cutting ritual can stop her. Have y’all meal prepped for the week? Someone genuinely needs to create a helpline to get through this every week ugh 🫩🫩",,
dietsabya,https://www.instagram.com/p/DbvGY7ECsl2/,2026-08-07 10:42:28,Image/Carousel,5676.0,312,,Celebrity styling/endorsement/campaign,"Ouch 🐍🤣

Just like that relationship that fizzled out quick (when you swore you had found THE ONE) life hits you with purchases that lose its appeal as soon as the price tag is removed. So after our last HIT list, we had to ask what is something you regret spending your money on this year. Maybe the expensive coat that remains closeted harder than some of you in middle school? Or the shoes you girl math-ed your way into a bad investment? Here are 51 of the top bad financial decisions by YOU. 

Your CA will be in touch.",,
dietsabya,https://www.instagram.com/p/Dbscyz-ijOe/,2026-08-06 10:00:32,Image/Carousel,18051.0,140,,Accessory/beauty product spotlight,"We interviewed THEE @stevemccurryofficial at the @leica.store.india and, naturally, dispensed with the pedestrian pleasantries and went straight for the Pulitzer-worthy questions. Namely: how does he rate his own modelling skills? Does he enjoy his critics, or merely tolerate them? lol . Then we graduated to the existential stuff: cultural fetishisation, the ethics and responsibility of image-making, and why photography still retains its potency in the age of A.I., Claude and ChatGuPTa. Consider this a complimentary DS School masterclass from a master. Watch, enjoy, and maybe learn? That’s all 😌",,"stevemccurryofficial, leica.store.india"
dietsabya,https://www.instagram.com/p/DbndjtCihn3/,2026-08-04 11:31:00,Image/Carousel,5134.0,220,,Humor/meme/relatable lifestyle,"The mother of all compilations(!!) 

Nothing tastes better than — skinny sorry — a successful bank balance deduction. Now that we’re comfortably past the halfway mark of 2026, I found myself wondering: what are people actually acquiring in this economic dystopia? Turns out, A LOT. 

So here’s a comprehensive inventory of your collective financial indiscretions. Some practical. Some aspirational. Some so exorbitantly expensive that I have to ask: are we all living in the same tax bracket? How are y’all just BUYING houses? Every single purchase came with zero regrets, which is more than can be said for most people’s exes. 

And, in a plot twist that surprised absolutely nobody, therapy was one of the most popular answers. The return on investment seems exceptional.",,
dietsabya,https://www.instagram.com/p/Dbkk9qsint9/,2026-08-03 08:37:59,Image/Carousel,7411.0,57,,Humor/meme/relatable lifestyle,Bringing y’all Monday scaries to have on the side with your packed office jowar paranthas. No Greek yogurt required 🤪😌,,
dietsabya,https://www.instagram.com/p/DbgBL92CpHS/,2026-08-01 14:08:24,Image/Carousel,5119.0,96,,Runway/show/collection recap,Step aside iPhone journalists. Before AI really takes your jobs thee OG beauty mogul Shahnaz Husain will. None of you have covered the show the way she has. In terms of garnering interest or intrigue. But maybe I am pitting y’all against too much of ICON-ACITY!! 🤭🤭,,
dietsabya,https://www.instagram.com/p/DbdkvZKq5B9/,2026-07-31 15:21:43,Image/Carousel,1280.0,151,,Community engagement/interactive prompt,Where my thesis writing girlies at? Pls illustrate with examples thanks in advance,,
dietsabya,https://www.instagram.com/p/Dban7xJChB2/,2026-07-30 11:51:32,Image/Carousel,7232.0,84,,Scandal/lawsuit/controversy,"Hi @sobhitad 😋

What has not already been said about this collection that still needs to be said? The most controversial thing about the Rahul Mishra show this time might not have been the Ajanta inspiration, but the free-standing show format (why lie? 🤣). Editors, billionaires, influencers and the who’s who of the fashion world all scrambling to get a shot of the clothes. But I digress.

Guests were greeted by models standing on plinths under harsh spotlights, where everyone could stare, inspect and study the karigari, every thread that goes into creating a couture collection. A luxury that a conventional runway rarely affords. Of course, the collection also included a more festive, bridal offering for the lehenga-choli constituency. And with this final burst of “Devi” energy, India Couture Week came to a close. With that same energy, everyone promptly made a beeline for the open bar.",,sobhitad
dietsabya,https://www.instagram.com/p/DbYJZWNqxTY/,2026-07-29 12:46:44,Video,3053.0,22,43055.0,Humor/meme/relatable lifestyle,Lewks pe Lewks baby,,
dietsabya,https://www.instagram.com/p/DbX_IR4qIhR/,2026-07-29 11:17:09,Video,3421.0,35,47753.0,Runway/show/collection recap,The showstoppers are back baby!,,
dietsabya,https://www.instagram.com/p/DbX0SlQKGsk/,2026-07-29 09:42:12,Video,2960.0,38,43254.0,Celebrity styling/endorsement/campaign,"The Falguni Shane bride is not about subtlety. She wants the shine, the shimmer, the feathers. She’s not shy. She works out, vacations in Menorca, and wants everyone to know she’s the centre of attention, and Fsp delivers it.

This time it’s about travelling to the most delectable destinations. The addition of the vivid embroidered scenes from the Taj to Paris to Bavaria, on the lehengas are for the girlies that have multiple country flags on their bios and stories of proposals by the Seine. 

Remember when Britney wore them back in the aughts? That wasn’t an accident. The brand has always occupied that unapologetically glamorous lane. In an industry obsessed with pivoting every other season, Falguni Shane has largely resisted the temptation to become somebody else.",,
dietsabya,https://www.instagram.com/p/DbTi-4Vx_-_/,2026-07-27 17:55:06,Video,9059.0,155,53243.0,Humor/meme/relatable lifestyle,AURAMAXXXING as the kids like to say it 💅🫦,,
dietsabya,https://www.instagram.com/p/DbS8Le-KZk3/,2026-07-27 12:16:02,Video,10555.0,66,39822.0,Runway/show/collection recap,"With all the humdrum about craft revival and preservation, another designer brings another craft to the runway. Anamika teamed up with a group of women artists who practice the age-old tradition of Kalighat paintings and had them meticulously hand-paint her couture garments. The paintings, on organza and silk satin, became a part of voluminous ball gowns, sherwanis, and sheer slip dresses. As awe-inspiring as it all may be, after the show, Anamika shares with us one bitter truth about craft and artisans—they are not making any money. Even with all the social media optics and engagement farming, most artisans are still not making any money. 

The Kalighat paintings are iconic and lend a huge visual identity to Kolkata, yet the lack of patronage confused Anamika. “Craft is not something to be wrapped in muslin, framed, and put on the walls. It needs to be current and relevant. It needs to be in people’s lives.”, she said. For her, craft is not stagnant and needs experimentation. She believes in preservation but not freezing it in a bygone era. 

We asked her if there is a right way of using craft, and even she says there may never be a definite answer but to continue to engage. “As long as we engage with it, that’s the only way to survive.”",,
fashioneditindia,https://www.instagram.com/p/DcJCuiHDwW_/,2026-08-17 12:30:43,Image/Carousel,18.0,0,,Uncategorized/other,"A fashion address worth adding to your calendar.

The Warehouse Sale by Mudita [ @warehousebymudita ] arrives in Ahmedabad, bringing together coveted fashion at up to 70% off.

Exceptional finds meets a date worth remembering.

19th August | 11 AM – 7 PM
Hyatt Regency, Ashram Road, Ahmedabad

#ahmedabadfashion #warehousesale #fashioneditindia #fashionfinds #upcomingsaleinahmedabad","ahmedabadfashion, warehousesale, fashioneditindia, fashionfinds, upcomingsaleinahmedabad",warehousebymudita
mallikasinghania,https://www.instagram.com/p/DcYd7wUypug/,2026-08-23 12:18:10,Video,23.0,3,1501.0,Runway/show/collection recap,"Heading to the @thepinkpostinc with @scribbologythelabel on 24th August at Nehru Centre, Worli ✨

Bringing along their athleisure wear — made for days when comfort and style need to keep up with each other.

Come by, check out the collection and say hi! 🤍

📍 Nehru Centre, Worli
📅 24th August
Scribbology at The Pink Post",,"thepinkpostinc, scribbologythelabel"
mallikasinghania,https://www.instagram.com/p/DcTYviBSEAu/,2026-08-21 12:58:16,Video,164.0,3,2091.0,Accessory/beauty product spotlight,"Spent some time at @neharoongtafinejewellery and honestly, there’s something for every kind of occasion — from pieces you can wear with your festive looks to statement jewellery for weddings and those this deserves its own moment pieces. 💎

What I especially loved? The designs feel timeless but not predictable, so you can actually see yourself wearing them beyond just one occasion.

If you’re jewellery shopping for the festive and wedding season, save this one. 🤍 

#NehaRoongtaFineJewellery #MumbaiJewellery #RealJewellery #FineJewellery #festivefashionwithmallika","neharoongtafinejewellery, mumbaijewellery, realjewellery, finejewellery, festivefashionwithmallika",neharoongtafinejewellery
mallikasinghania,https://www.instagram.com/p/DcJB_RItpRR/,2026-08-17 12:25:01,Video,88.0,6,2160.0,Runway/show/collection recap,"This festive season, The Polkaa Dots brings fashion, craft, culture & food under one roof.

Discover homegrown and debut designers from across India, many making their Mumbai debut, plus a first-time showcase from Sri Lanka 🇱🇰✨

From artisanal finds to curated craft, culture and food brands, every section is thoughtfully selected.

It’s your one-stop festive destination for festive wear, accessories, handcrafted pieces and treats. ✨

📍 Soraia Bombay, Mumbai
📅 18th August 2026

@thepolkaadots 
@gusaig.atelier",,"thepolkaadots, gusaig.atelier"
mallikasinghania,https://www.instagram.com/p/DcBg0qSNlkO/,2026-08-14 14:21:53,Video,36.0,4,2364.0,Accessory/beauty product spotlight,"My skincare shelf had everything… except the results. 😅

Enter Justhuman Microshots — 2–3 nights a week, and my skin started looking firmer, fresher and more lifted. ✨

Now I get the hype!
@justhumanindia Microshots — India’s first Fast Beauty innovation. 

#Justhuman #Skincare #skingoals #skincareroutine","justhuman, skincare, skingoals, skincareroutine",justhumanindia
mallikasinghania,https://www.instagram.com/p/DbzmtomjFXB/,2026-08-09 04:41:53,Image/Carousel,170.0,38,,Style tips & trend commentary,"This stunning outfit and many more curated finds at @thedressingroomevent on the 10th of August at Four Seasons!

The festive season is here and this is the place for you to find unique giftables ans items for your closets which will make you stand out at any party!",,thedressingroomevent
mallikasinghania,https://www.instagram.com/p/Dbx4Nhvt6ut/,2026-08-08 12:38:03,Video,2168.0,16,9976.0,Runway/show/collection recap,"We’ve always loved designers who have a point of view and @rashikapoorofficial is definitely one of them.

Her clothes are feminine, contemporary while celebrating Indian craftsmanship, and effortlessly wearable.

Honoured to host the launch of Aakar by @rashikapoorofficial at @perniaspopupshop with @mallikasinghania 

Congratulations, Rashi, on this beautiful new chapter. Wishing you nothing but the best! ✨

(Rashi Kapoor, Pernias pop up shop, event, fashion event, Indian fashion, luxury fashion, luxury designers, Indian couture, brand launch event, Indianwear, Indian designers, fashion, luxury fashion)",,"rashikapoorofficial, rashikapoorofficial, perniaspopupshop, mallikasinghania"
mallikasinghania,https://www.instagram.com/p/DbvSAqtSlI_/,2026-08-07 12:25:26,Video,51.0,9,3841.0,Style tips & trend commentary,"If you love discovering unique brands, this one’s for you. ✨

See you on 10th August at Four Seasons, Mumbai for A Celebration of Fashion & Style. @thedressingroomevent 

Come shop, explore, and support some incredible homegrown labels! 

#TheDressingRoomEvent #MumbaiExhibition #festivefashionwithmallika #indianfashioninfluencer #indiandesigners","thedressingroomevent, mumbaiexhibition, festivefashionwithmallika, indianfashioninfluencer, indiandesigners",thedressingroomevent
mallikasinghania,https://www.instagram.com/p/DblAyHeyfv9/,2026-08-03 12:43:24,Video,34.0,8,867.0,Style tips & trend commentary,"Indian wear that feels as beautiful as it looks. ✨ Loved every detail of this look from @keisha_the_fashion_label 🤍 

#indianwear #SalwarSuit #Elegantstyle","indianwear, salwarsuit, elegantstyle",keisha_the_fashion_label
mallikasinghania,https://www.instagram.com/p/DbkEVBnknOJ/,2026-08-03 03:52:49,Image/Carousel,,15,,Runway/show/collection recap,"Magical experience with @roseroomcouture at Couture week!

Jewellery: @karishma.joolry",,"roseroomcouture, karishma.joolry"
mallikasinghania,https://www.instagram.com/p/DbVcN2atgbU/,2026-07-28 11:33:38,Video,237.0,16,2691.0,Runway/show/collection recap,"Entering couture week, feeling like a princess✨💫 

@fdciofficial 

Wearing @roseroomcouture 
Jewellery @karishma.joolry 
Video @dc_photoworks_ 
Make up @makeupbyshivanioberoi",,"fdciofficial, roseroomcouture, karishma.joolry, dc_photoworks_, makeupbyshivanioberoi"
stylenotcom,https://www.instagram.com/p/DcQW0hUDT2B/,2026-08-20 08:40:59,Image/Carousel,,28,,Brand feature/editorial spotlight,"TOTEME MENSWEAR IS OUT STARTING TODAY!

#TOTEME",toteme,
stylenotcom,https://www.instagram.com/p/DcLrTlnttx-/,2026-08-18 13:05:02,Image/Carousel,,259,,Death/tragedy,"A WOMAN, FULL OF LIFE, HAS PASSED AWAY JUST A FEW HOURS AGO DUE TO A SUDDEN ACCIDENT. MATHILDE FAVIER WAS THE @DIOR PR DIRECTOR AND THE WOMAN WITH THE BIGGEST SMILE AND THE CHICEST STYLE. MAY SHE REST IN PEACE.",,dior
stylenotcom,https://www.instagram.com/p/DcJHgSXjR91/,2026-08-17 13:12:28,Image/Carousel,,0,,Humor/meme/relatable lifestyle,"A LOT TO TELL, BUT STILL OOO.",,
stylenotcom,https://www.instagram.com/p/Db7rxntjcZV/,2026-08-12 08:00:03,Image/Carousel,,33,,Celebrity styling/endorsement/campaign,"THE NEW COS CAMPAIGN WAS SHOT BY MARK KEAN

#COS",cos,
stylenotcom,https://www.instagram.com/p/DbtAP1lt58S/,2026-08-06 15:10:24,Image/Carousel,,89,,Brand feature/editorial spotlight,"AFTER NEW YORK, LONDON, PARIS, LOS ANGELES, AND MILAN, VOGUE WORLD WILL TAKE PLACE IN SAN FRANCISCO IN 2027

#VOGUEWORLD",vogueworld,
stylenotcom,https://www.instagram.com/p/DbePuH3jQFa/,2026-07-31 21:36:55,Image/Carousel,,120,,Celebrity styling/endorsement/campaign,"THE NEXT MET GALA WILL BE ALL ABOUT GALLIANO

#METGALA #METGALA2027","metgala, metgala2027",
sufimotiwala,https://www.instagram.com/p/DcYNVwUItqZ/,2026-08-23 09:53:28,Video,9802.0,54,157330.0,Humor/meme/relatable lifestyle,Ladies in black,,
sufimotiwala,https://www.instagram.com/p/DcQf_ZPIdqP/,2026-08-20 10:01:58,Video,32467.0,62,417398.0,Humor/meme/relatable lifestyle,Atleast someone is LIVING,,
sufimotiwala,https://www.instagram.com/p/DcLu_FMIoqy/,2026-08-18 13:36:37,Video,28389.0,105,328852.0,Humor/meme/relatable lifestyle,Can’t wait for festive madness to begin,,
sufimotiwala,https://www.instagram.com/p/DcJXlIrIHOy/,2026-08-17 15:33:47,Video,7258.0,66,66244.0,Humor/meme/relatable lifestyle,Hates everything,,
sufimotiwala,https://www.instagram.com/p/DcI1C6vIUPc/,2026-08-17 10:32:16,Video,7925.0,18,102297.0,Humor/meme/relatable lifestyle,Which diva won?,,
sufimotiwala,https://www.instagram.com/p/DcGzUaiiGhy/,2026-08-16 15:37:36,Image/Carousel,7678.0,24,,Humor/meme/relatable lifestyle,Has been reset,,
sufimotiwala,https://www.instagram.com/p/Db3BNGhCAKV/,2026-08-10 12:33:01,Video,3220.0,41,56285.0,"Culture/lifestyle crossover (art, music, festival, pride)","I’m the queen of taking challenges did I pass the #FastestBolttChallenge tell me and Now I challenge YOU to try this IMMINENTLY because i hope you know #BolttComingOnFlipkart 😏

Don’t forget to use #FastestBolttChallenge #BolttComingOnFlipkart while sending your entries

#ad","fastestbolttchallenge, bolttcomingonflipkart, fastestbolttchallenge, bolttcomingonflipkart, ad",
sufimotiwala,https://www.instagram.com/p/Db0W-lomeJq/,2026-08-09 11:43:38,Image/Carousel,13850.0,137,,Humor/meme/relatable lifestyle,A well timed escape,,
sufimotiwala,https://www.instagram.com/p/Dbs0jntmUGM/,2026-08-06 13:28:10,Image/Carousel,217060.0,1696,,Style tips & trend commentary,"That's all !!!!!

Outfit : @boutiquobysaachi
Shoes : @labelnarenthakur via @shreyadwivedi1406
Stylist : @stylebysaachivj",,"boutiquobysaachi, labelnarenthakur, shreyadwivedi1406, stylebysaachivj"
sufimotiwala,https://www.instagram.com/p/DbqdQDWiKGW/,2026-08-05 15:27:39,Video,492011.0,2348,4994303.0,Humor/meme/relatable lifestyle,Cell doors officially locked forever xoxo your inmates 🫶,,
sufimotiwala,https://www.instagram.com/p/Dbp7tJiiC2z/,2026-08-05 10:34:42,Video,3374.0,134,81889.0,Runway/show/collection recap,"Tanishq’s jewellery game has reached another level

#couturejewellery #pariscoutureweek #indiancoutureweek #tanishq #naturaldiamonds","couturejewellery, pariscoutureweek, indiancoutureweek, tanishq, naturaldiamonds",
sufimotiwala,https://www.instagram.com/p/Dbm7uplIIaQ/,2026-08-04 06:35:59,Video,56497.0,223,590519.0,Humor/meme/relatable lifestyle,A reveal????,,
sufimotiwala,https://www.instagram.com/p/Dbij_w1iW7g/,2026-08-02 13:52:13,Video,3751.0,65,102797.0,Runway/show/collection recap,"I dream to own a @shreejewellersofficial piece
#fdci #IndiaCoutureWeek #shreejewellers #ad","fdci, indiacoutureweek, shreejewellers, ad",shreejewellersofficial
sufimotiwala,https://www.instagram.com/p/DbiOF1lI3j5/,2026-08-02 10:40:16,Video,35673.0,157,286173.0,Humor/meme/relatable lifestyle,Gagatondra,,
sufimotiwala,https://www.instagram.com/p/DbgDCBnIb2w/,2026-08-01 14:25:58,Video,53405.0,205,699012.0,Humor/meme/relatable lifestyle,FASHUn lookin good and feelin fine,,
sufimotiwala,https://www.instagram.com/p/Dbfg9_3ILCy/,2026-08-01 09:27:29,Video,122363.0,259,1276730.0,Humor/meme/relatable lifestyle,Happy August to all those who celebrate,,
sufimotiwala,https://www.instagram.com/p/DbYLs0WmRrB/,2026-07-29 13:06:21,Image/Carousel,25375.0,421,,Humor/meme/relatable lifestyle,Flop ass bitch .. more like bitch ass flop,,
sufimotiwala,https://www.instagram.com/p/DbVbsxOIve6/,2026-07-28 11:30:25,Video,139194.0,909,1117897.0,Humor/meme/relatable lifestyle,Reading like my life depends on it 💅💅✨️✨️,,
sufimotiwala,https://www.instagram.com/p/DbTLqSCIvzY/,2026-07-27 14:35:27,Video,117080.0,1019,498912.0,Runway/show/collection recap,"THEY GOT ME GURRLLLL!!!!!!

See you in Lock Upp: Sach Ya Sazaa. Streaming every Saturday to Wednesday at 8 PM, only on Netflix.

Lock Upp, Netflix, Sufi Motiwala, Reality Show

#SufiMotiwala #LockUpp #Netflix #NetflixIndiaReality #RealityTV","sufimotiwala, lockupp, netflix, netflixindiareality, realitytv",
sufimotiwala,https://www.instagram.com/p/DbSIrT1iaib/,2026-07-27 04:49:53,Video,657077.0,3070,1426937.0,Runway/show/collection recap,"Now that the truth is out I hope it’ll set me free 🌸

See you in Lock Upp: Sach Ya Sazaa. Streaming every Saturday to Wednesday at 8 PM, only on Netflix.

Lock Upp, Netflix, Sufi Motiwala, Reality Show

#SufiMotiwala #LockUpp #Netflix #NetflixIndiaReality #RealityTV","sufimotiwala, lockupp, netflix, netflixindiareality, realitytv",
sufimotiwala,https://www.instagram.com/p/DbQ_zFLo2Xa/,2026-07-26 18:08:34,Video,473569.0,3207,1258164.0,Uncategorized/other,Inmates masti 😂 #RiyazAly #SunitaAhuja #SufiMotiwala #ShrestaIyer,"riyazaly, sunitaahuja, sufimotiwala, shrestaiyer",
sufimotiwala,https://www.instagram.com/p/DbQym0AmbCU/,2026-07-26 16:12:23,Image/Carousel,156099.0,1503,,Fashion history/archive/designer profile/museum,"Idk about yall but my therapist is fs happy I’m back outside ⛓️‍💥‼️⛓️‍💥🫪⛓️‍💥

Ps - thank you all the lovers haters conspirators for tuning in and making this such an iconic experience 
Thank you to my team for handling all of it effortlessly 
See u in a minute gorge <3",,
sufimotiwala,https://www.instagram.com/p/DbPpMcik1Wi/,2026-07-26 05:30:02,Video,84639.0,2079,225945.0,Uncategorized/other,"Life mein thodi dikkat nahi, dikkat mein thodi life bachi hai 😭",,
thefashionobserve,https://www.instagram.com/p/DcbKSbGCj-J/,2026-08-24 13:23:07,Image/Carousel,278.0,3,,Accessory/beauty product spotlight,"this week’s creator: @leilabonyy

colour has officially entered the group chat, and it’s here to go crazyyyyyyy

Aleksandra turns makeup into a full-on playground, mixing crazy-colored glitter liners, blown-out brights and colour combinations that shouldn’t make sense but somehow absolutely do. from electric blue and acid green to hot pink and deep red, every look feels bold, precise and a little bit addictive.

more colour, more drama, more makeup please.

#TFO #makeup #beauty #fashion","tfo, makeup, beauty, fashion",leilabonyy
